消息发生时间,[消息发布时间][时间_系统RTC],[消息发布者ID][功能单元ID],[主备状态],[数据生成时间][时间_任务时间],[数据生成时间1][时间_任务时间],[有效性_俯仰角],[有效性_横滚角],[有效性_真航角],[有效性_俯仰角速率],[有效性_横滚角速率],[有效性_航向角速率],[有效性_俯仰角加速度],[有效性_横滚角加速度],[有效性_航向角加速度],[有效性_速度北向],[有效性_速度西向],[有效性_速度天向],[有效性_加速度北向],[有效性_加速度西向],[有效性_加速度天向],[有效性_惯性攻角],[有效性_惯性侧滑角],[有效性_偏流角],[有效性_航迹角],[有效性_位置],[有效性_惯性气压高度],[有效性_地速],[载机俯仰角][_角度_毫弧度],[载机横滚角][_角度_毫弧度],[载机真航角][_角度_毫弧度],[载机俯仰角速率][_角速率],[载机横滚角速率][_角速率],[载机航向角速率][_角速率],[载机俯仰角加速度][_角加速度],[载机横滚角加速度][_角加速度],[载机航向角加速度][_角加速度],[载机平台系速度][速度_北向][_速度],[载机平台系速度][速度_西向][_速度],[载机平台系速度][速度_天向][_速度],[载机平台系加速度][加速度_北向][_加速度],[载机平台系加速度][加速度_西向][_加速度],[载机平台系加速度][加速度_天向][_加速度],[载机惯性攻角][_角度_毫弧度],[载机侧滑角][_角度_毫弧度],[载机偏流角][_角度_毫弧度],[载机航迹角][_角度_毫弧度],[载机爬升角][_角度_毫弧度],[载机位置数据][_纬度],[载机位置数据][_经度],[载机惯性气压高度][_高度],[载机惯性气压参考高度][_高度],[载机地速][_速度]
22:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.40730557,-2.874119733,5100,-0.339154861,0.409138556,50,0.1,0.1,0.1,414,-51,13.2,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9082,116.4082,4820,4000,417.1294763
22:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.33759772,-2.833062854,5110,-0.357900389,0.411992171,50,0.1,0.1,0.1,414.4,-51.1,13.22,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90822,116.40822,4822,4000,417.5387048
22:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.26415495,-2.791722672,5120,-0.376502762,0.414804587,50,0.1,0.1,0.1,414.8,-51.2,13.24,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90824,116.40824,4824,4000,417.9479393
22:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.18700665,-2.75010332,5130,-0.394954539,0.417575523,50,0.1,0.1,0.1,415.2,-51.3,13.26,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90826,116.40826,4826,4000,418.3571799
22:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.10618367,-2.708208959,5140,-0.413248339,0.420304702,50,0.1,0.1,0.1,415.6,-51.4,13.28,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90828,116.40828,4828,4000,418.7664265
23:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.02171834,-2.66604378,5150,-0.431376845,0.422991851,50,0.1,0.1,0.1,416,-51.5,13.3,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9083,116.4083,4830,4000,419.1756792
23:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,58.93364444,-2.623611999,5160,-0.449332806,0.4256367,50,0.1,0.1,0.1,416.4,-51.6,13.32,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90832,116.40832,4832,4000,419.5849378
23:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,58.8419972,-2.580917859,5170,-0.46710904,0.428238987,50,0.1,0.1,0.1,416.8,-51.7,13.34,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90834,116.40834,4834,4000,419.9942023
23:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,58.74681328,-2.537965629,5180,-0.484698437,0.43079845,50,0.1,0.1,0.1,417.2,-51.8,13.36,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90836,116.40836,4836,4000,420.4034729
23:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,58.64813075,-2.494759605,5190,-0.502093961,0.433314834,50,0.1,0.1,0.1,417.6,-51.9,13.38,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90838,116.40838,4838,4000,420.8127493
24:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,58.54598908,-2.451304107,5200,-0.519288654,0.435787886,50,0.1,0.1,0.1,418,-52,13.4,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9084,116.4084,4840,4000,421.2220317
24:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,58.44042913,-2.40760348,5210,-0.536275639,0.43821736,50,0.1,0.1,0.1,418.4,-52.1,13.42,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90842,116.40842,4842,4000,421.63132
24:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,58.33149313,-2.363662095,5220,-0.55304812,0.440603013,50,0.1,0.1,0.1,418.8,-52.2,13.44,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90844,116.40844,4844,4000,422.0406142
24:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,58.21922463,-2.319484346,5230,-0.569599389,0.442944606,50,0.1,0.1,0.1,419.2,-52.3,13.46,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90846,116.40846,4846,4000,422.4499142
24:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,58.10366856,-2.275074651,5240,-0.585922827,0.445241904,50,0.1,0.1,0.1,419.6,-52.4,13.48,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90848,116.40848,4848,4000,422.8592201
25:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,57.98487113,-2.23043745,5250,-0.602011903,0.447494679,50,0.1,0.1,0.1,420,-52.5,13.5,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9085,116.4085,4850,4000,423.2685318
25:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,57.86287985,-2.185577207,5260,-0.617860182,0.449702705,50,0.1,0.1,0.1,420.4,-52.6,13.52,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90852,116.40852,4852,4000,423.6778493
25:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,57.73774353,-2.140498408,5270,-0.633461325,0.451865761,50,0.1,0.1,0.1,420.8,-52.7,13.54,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90854,116.40854,4854,4000,424.0871726
25:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,57.60951221,-2.095205561,5280,-0.648809093,0.45398363,50,0.1,0.1,0.1,421.2,-52.8,13.56,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90856,116.40856,4856,4000,424.4965018
25:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,57.47823719,-2.049703195,5290,-0.663897345,0.456056102,50,0.1,0.1,0.1,421.6,-52.9,13.58,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90858,116.40858,4858,4000,424.9058366
26:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,57.34397098,-2.00399586,5300,-0.678720047,0.458082968,50,0.1,0.1,0.1,422,-53,13.6,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9086,116.4086,4860,4000,425.3151773
26:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,57.20676727,-1.958088128,5310,-0.693271271,0.460064027,50,0.1,0.1,0.1,422.4,-53.1,13.62,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90862,116.40862,4862,4000,425.7245236
26:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,57.06668096,-1.911984589,5320,-0.707545195,0.461999079,50,0.1,0.1,0.1,422.8,-53.2,13.64,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90864,116.40864,4864,4000,426.1338757
26:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,56.92376806,-1.865689852,5330,-0.72153611,0.463887932,50,0.1,0.1,0.1,423.2,-53.3,13.66,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90866,116.40866,4866,4000,426.5432334
26:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,56.77808575,-1.819208548,5340,-0.735238421,0.465730397,50,0.1,0.1,0.1,423.6,-53.4,13.68,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90868,116.40868,4868,4000,426.9525969
27:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,56.6296923,-1.772545325,5350,-0.748646646,0.467526289,50,0.1,0.1,0.1,424,-53.5,13.7,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9087,116.4087,4870,4000,427.361966
27:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,56.47864706,-1.725704849,5360,-0.761755422,0.469275428,50,0.1,0.1,0.1,424.4,-53.6,13.72,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90872,116.40872,4872,4000,427.7713408
27:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,56.32501045,-1.678691804,5370,-0.774559506,0.470977641,50,0.1,0.1,0.1,424.8,-53.7,13.74,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90874,116.40874,4874,4000,428.1807212
27:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,56.16884391,-1.631510891,5380,-0.787053777,0.472632756,50,0.1,0.1,0.1,425.2,-53.8,13.76,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90876,116.40876,4876,4000,428.5901072
27:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,56.01020992,-1.584166828,5390,-0.799233237,0.474240608,50,0.1,0.1,0.1,425.6,-53.9,13.78,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90878,116.40878,4878,4000,428.9994988
28:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,55.84917193,-1.53666435,5400,-0.811093014,0.475801037,50,0.1,0.1,0.1,426,-54,13.8,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9088,116.4088,4880,4000,429.408896
28:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,55.68579435,-1.489008207,5410,-0.822628365,0.477313886,50,0.1,0.1,0.1,426.4,-54.1,13.82,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90882,116.40882,4882,4000,429.8182988
28:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,55.52014252,-1.441203164,5420,-0.833834675,0.478779004,50,0.1,0.1,0.1,426.8,-54.2,13.84,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90884,116.40884,4884,4000,430.2277072
28:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,55.35228271,-1.393254002,5430,-0.844707463,0.480196244,50,0.1,0.1,0.1,427.2,-54.3,13.86,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90886,116.40886,4886,4000,430.637121
28:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,55.18228206,-1.345165516,5440,-0.855242379,0.481565465,50,0.1,0.1,0.1,427.6,-54.4,13.88,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90888,116.40888,4888,4000,431.0465404
29:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,55.01020856,-1.296942514,5450,-0.865435209,0.48288653,50,0.1,0.1,0.1,428,-54.5,13.9,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9089,116.4089,4890,4000,431.4559653
29:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,54.83613105,-1.248589819,5460,-0.875281877,0.484159307,50,0.1,0.1,0.1,428.4,-54.6,13.92,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90892,116.40892,4892,4000,431.8653957
29:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,54.66011915,-1.200112266,5470,-0.884778444,0.485383668,50,0.1,0.1,0.1,428.8,-54.7,13.94,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90894,116.40894,4894,4000,432.2748316
29:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,54.48224327,-1.151514703,5480,-0.893921111,0.486559492,50,0.1,0.1,0.1,429.2,-54.8,13.96,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90896,116.40896,4896,4000,432.6842729
29:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,54.30257455,-1.10280199,5490,-0.902706222,0.487686659,50,0.1,0.1,0.1,429.6,-54.9,13.98,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90898,116.40898,4898,4000,433.0937196
30:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,54.12118485,-1.053978997,5500,-0.911130262,0.488765059,50,0.1,0.1,0.1,430,-55,14,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.909,116.409,4900,4000,433.5031718
30:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,53.93814674,-1.005050607,5510,-0.919189862,0.489794582,50,0.1,0.1,0.1,430.4,-55.1,14.02,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90902,116.40902,4902,4000,433.9126295
30:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,53.75353342,-0.956021713,5520,-0.926881799,0.490775127,50,0.1,0.1,0.1,430.8,-55.2,14.04,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90904,116.40904,4904,4000,434.3220925
30:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,53.56741874,-0.906897218,5530,-0.934202995,0.491706594,50,0.1,0.1,0.1,431.2,-55.3,14.06,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90906,116.40906,4906,4000,434.7315609
30:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,53.37987713,-0.857682034,5540,-0.941150522,0.492588891,50,0.1,0.1,0.1,431.6,-55.4,14.08,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90908,116.40908,4908,4000,435.1410346
31:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,53.19098362,-0.808381082,5550,-0.947721602,0.493421929,50,0.1,0.1,0.1,432,-55.5,14.1,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9091,116.4091,4910,4000,435.5505137
31:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,53.00081376,-0.758999292,5560,-0.953913606,0.494205626,50,0.1,0.1,0.1,432.4,-55.6,14.12,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90912,116.40912,4912,4000,435.9599982
31:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,52.80944362,-0.709541604,5570,-0.959724057,0.494939903,50,0.1,0.1,0.1,432.8,-55.7,14.14,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90914,116.40914,4914,4000,436.3694879
31:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,52.61694973,-0.660012962,5580,-0.965150631,0.495624686,50,0.1,0.1,0.1,433.2,-55.8,14.16,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90916,116.40916,4916,4000,436.778983
31:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,52.4234091,-0.610418319,5590,-0.970191158,0.496259906,50,0.1,0.1,0.1,433.6,-55.9,14.18,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90918,116.40918,4918,4000,437.1884834
32:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,52.22889914,-0.560762635,5600,-0.974843621,0.496845502,50,0.1,0.1,0.1,434,-56,14.2,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9092,116.4092,4920,4000,437.597989
32:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,52.03349765,-0.511050875,5610,-0.97910616,0.497381413,50,0.1,0.1,0.1,434.4,-56.1,14.22,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90922,116.40922,4922,4000,438.0074999
32:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,51.83728279,-0.46128801,5620,-0.98297707,0.497867587,50,0.1,0.1,0.1,434.8,-56.2,14.24,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90924,116.40924,4924,4000,438.4170161
32:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,51.64033303,-0.411479017,5630,-0.986454801,0.498303974,50,0.1,0.1,0.1,435.2,-56.3,14.26,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90926,116.40926,4926,4000,438.8265375
32:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,51.44272717,-0.361628876,5640,-0.989537964,0.498690531,50,0.1,0.1,0.1,435.6,-56.4,14.28,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90928,116.40928,4928,4000,439.2360641
33:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,51.24454424,-0.311742573,5650,-0.992225325,0.499027219,50,0.1,0.1,0.1,436,-56.5,14.3,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9093,116.4093,4930,4000,439.6455959
33:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,51.0458635,-0.261825096,5660,-0.99451581,0.499314006,50,0.1,0.1,0.1,436.4,-56.6,14.32,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90932,116.40932,4932,4000,440.0551329
33:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,50.84676443,-0.211881436,5670,-0.996408501,0.499550861,50,0.1,0.1,0.1,436.8,-56.7,14.34,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90934,116.40934,4934,4000,440.4646751
33:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,50.64732667,-0.161916589,5680,-0.997902641,0.499737761,50,0.1,0.1,0.1,437.2,-56.8,14.36,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90936,116.40936,4936,4000,440.8742224
33:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,50.44762998,-0.11193555,5690,-0.998997635,0.499874689,50,0.1,0.1,0.1,437.6,-56.9,14.38,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90938,116.40938,4938,4000,441.2837749
34:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,50.24775425,-0.061943317,5700,-0.999693042,0.499961629,50,0.1,0.1,0.1,438,-57,14.4,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9094,116.4094,4940,4000,441.6933325
34:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,50.04777943,-0.011944891,5710,-0.999988586,0.499998573,50,0.1,0.1,0.1,438.4,-57.1,14.42,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90942,116.40942,4942,4000,442.1028953
34:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,49.84778549,0.038054731,5720,-0.999884147,0.499985518,50,0.1,0.1,0.1,438.8,-57.2,14.44,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90944,116.40944,4944,4000,442.5124631
34:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,49.64785243,0.088050546,5730,-0.999379768,0.499922465,50,0.1,0.1,0.1,439.2,-57.3,14.46,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90946,116.40946,4946,4000,442.922036
34:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,49.44806023,0.138037557,5740,-0.998475651,0.49980942,50,0.1,0.1,0.1,439.6,-57.4,14.48,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90948,116.40948,4948,4000,443.331614
35:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,49.2484888,0.188010764,5750,-0.997172156,0.499646394,50,0.1,0.1,0.1,440,-57.5,14.5,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9095,116.4095,4950,4000,443.7411971
35:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,49.04921796,0.237965171,5760,-0.995469806,0.499433405,50,0.1,0.1,0.1,440.4,-57.6,14.52,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90952,116.40952,4952,4000,444.1507852
35:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,48.85032742,0.287895781,5770,-0.993369282,0.499170472,50,0.1,0.1,0.1,440.8,-57.7,14.54,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90954,116.40954,4954,4000,444.5603784
35:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,48.65189673,0.337797601,5780,-0.990871422,0.498857623,50,0.1,0.1,0.1,441.2,-57.8,14.56,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90956,116.40956,4956,4000,444.9699765
